Date,Product,Category,Quantity,Price_per_unit,Total_value,Region,Costs
2023-05-11,Keyboard,Peripherals,1,209,209,San Antonio,145
2023-05-11,Motherboard,Components,2,480,960,Houston,640
2023-05-11,Monitor,Components,7,189,1323,San Diego,840
2023-05-11,Graphic Card,Components,9,1458,13122,New York,9018
2023-05-11,Laptop,Computers,5,1246,6230,New York,4295
2023-05-11,Hard disc,Equipment,3,244,732,Los Angeles,474
2023-05-12,Motherboard,Components,10,354,3540,Los Angeles,2410
2023-05-12,Mouse,Peripherals,5,67,335,Houston,210
2023-05-12,Mouse,Peripherals,7,115,805,Philadelphia,546
2023-05-12,Case,Components,9,111,999,Chicago,657
2023-05-12,Processor,Components,4,302,1208,Los Angeles,756
2023-05-12,Motherboard,Components,4,261,1044,New York,728
2023-05-12,Processor,Components,7,945,6615,Philadelphia,4081
2023-05-12,Monitor,Components,8,688,5504,San Diego,3656
2023-05-12,Processor,Components,8,762,6096,San Antonio,3752
2023-05-12,Graphic Card,Components,4,630,2520,Phoenix,1532
2023-05-12,Graphic Card,Components,8,747,5976,Phoenix,4176
2023-05-12,Processor,Components,4,272,1088,Los Angeles,720
2023-05-13,RAM memory,Components,6,200,1200,Philadelphia,834
2023-05-13,Web Camera,Peripherals,9,197,1773,New York,1098
2023-05-13,Web Camera,Peripherals,10,129,1290,San Diego,840
2023-05-13,Graphic Card,Components,10,1316,13160,San Diego,8570
2023-05-13,Laptop,Computers,3,735,2205,New York,1512
2023-05-13,Graphic Card,Components,7,1179,8253,San Diego,5278
2023-05-13,Headphones,Peripherals,1,103,103,Houston,62
2023-05-14,Processor,Components,6,255,1530,Phoenix,1062
2023-05-14,USB drive,Equipment,4,86,344,Phoenix,212
2023-05-14,SSD,Equipment,9,288,2592,New York,1791
2023-05-14,Monitor,Components,6,544,3264,Houston,2274
2023-05-14,Keyboard,Peripherals,1,237,237,Los Angeles,158
2023-05-14,Monitor,Components,1,415,415,Chicago,288
2023-05-14,Power Supply,Components,4,129,516,San Diego,328
2023-05-14,Processor,Components,5,365,1825,San Antonio,1230
2023-05-14,Keyboard,Peripherals,10,246,2460,Philadelphia,1530
2023-05-14,SSD,Equipment,5,488,2440,New York,1505
2023-05-15,Laptop,Computers,6,987,5922,New York,3900
2023-05-15,Case,Components,5,122,610,San Antonio,405
2023-05-15,Web Camera,Peripherals,7,145,1015,New York,672
2023-05-15,Keyboard,Peripherals,1,225,225,Phoenix,157
2023-05-15,Power Supply,Components,7,59,413,New York,280
2023-05-15,Mouse,Peripherals,7,50,350,New York,210
2023-05-16,Mouse,Peripherals,6,130,780,Los Angeles,474
2023-05-16,Mouse,Peripherals,1,71,71,San Antonio,46
2023-05-16,Graphic Card,Components,4,1363,5452,New York,3640
2023-05-16,Web Camera,Peripherals,5,191,955,Phoenix,590
2023-05-16,Hard disc,Equipment,7,222,1554,San Diego,1050
2023-05-16,Laptop,Computers,10,1755,17550,Philadelphia,11470
2023-05-16,Headphones,Peripherals,1,244,244,Chicago,163
2023-05-16,Web Camera,Peripherals,5,111,555,Los Angeles,365
2023-05-16,RAM memory,Components,1,109,109,New York,76
2023-05-17,Laptop,Computers,4,1821,7284,Houston,4724
2023-05-17,Processor,Components,4,475,1900,New York,1256
2023-05-17,Laptop,Computers,6,1618,9708,Chicago,6150
2023-05-17,USB drive,Equipment,10,47,470,New York,290
2023-05-17,Hard disc,Equipment,3,166,498,Philadelphia,336
2023-05-18,Headphones,Peripherals,2,104,208,Chicago,140
2023-05-18,Hard disc,Equipment,9,180,1620,Philadelphia,981
2023-05-18,USB drive,Equipment,2,21,42,Chicago,26
2023-05-18,Headphones,Peripherals,8,214,1712,San Antonio,1072
2023-05-18,SSD,Equipment,10,320,3200,Philadelphia,2140
2023-05-18,Motherboard,Components,6,303,1818,New York,1218
2023-05-18,Headphones,Peripherals,6,379,2274,New York,1542
2023-05-18,Power Supply,Components,9,169,1521,Los Angeles,954
2023-05-18,Power Supply,Components,10,50,500,San Diego,310
2023-05-18,Headphones,Peripherals,1,298,298,Phoenix,199
2023-05-19,USB drive,Equipment,3,12,36,Phoenix,24
2023-05-19,Hard disc,Equipment,4,52,208,San Diego,128
2023-05-19,Motherboard,Components,7,291,2037,San Antonio,1421
2023-05-19,Keyboard,Peripherals,9,213,1917,New York,1305
2023-05-19,USB drive,Equipment,3,83,249,Philadelphia,171
2023-05-19,Motherboard,Components,7,130,910,Chicago,630
2023-05-19,Hard disc,Equipment,9,100,900,Houston,576
2023-05-19,Laptop,Computers,10,1037,10370,Houston,6570
2023-05-20,Monitor,Components,6,752,4512,Phoenix,3150
2023-05-20,RAM memory,Components,4,71,284,San Diego,196
2023-05-20,Laptop,Computers,5,1443,7215,San Diego,4710
2023-05-20,Hard disc,Equipment,4,252,1008,Houston,696
2023-05-20,Power Supply,Components,8,81,648,Houston,416
2023-05-20,Hard disc,Equipment,4,211,844,Phoenix,536
2023-05-20,Headphones,Peripherals,9,347,3123,New York,1944
2023-05-20,Monitor,Components,3,458,1374,New York,909
2023-05-20,USB drive,Equipment,2,59,118,Philadelphia,80
2023-05-20,Monitor,Components,7,725,5075,San Diego,3297
2023-05-20,RAM memory,Components,7,253,1771,Phoenix,1197
2023-05-21,Monitor,Components,6,569,3414,San Diego,2382
2023-05-21,Case,Components,9,107,963,Los Angeles,630
2023-05-21,Power Supply,Components,9,109,981,Houston,612
2023-05-21,Mouse,Peripherals,10,81,810,Houston,500
2023-05-21,Headphones,Peripherals,9,326,2934,San Diego,1809
2023-05-21,Web Camera,Peripherals,2,183,366,New York,230
2023-05-21,Case,Components,4,134,536,Phoenix,352
2023-05-21,SSD,Equipment,5,270,1350,San Antonio,915
2023-05-21,SSD,Equipment,6,245,1470,San Antonio,936
2023-05-21,Web Camera,Peripherals,4,172,688,Houston,464
2023-05-21,Headphones,Peripherals,6,228,1368,Chicago,846
2023-05-22,Web Camera,Peripherals,4,188,752,San Diego,456
2023-05-22,Headphones,Peripherals,9,119,1071,Chicago,684
2023-05-22,USB drive,Equipment,5,32,160,San Diego,95
2023-05-22,Processor,Components,4,725,2900,Phoenix,1868
2023-05-22,SSD,Equipment,8,469,3752,San Diego,2416
2023-05-22,Mouse,Peripherals,4,132,528,New York,364
2023-05-23,Headphones,Peripherals,9,266,2394,New York,1440
2023-05-23,RAM memory,Components,9,283,2547,Chicago,1548
2023-05-23,Monitor,Components,9,487,4383,New York,3033
2023-05-23,Hard disc,Equipment,8,120,960,Chicago,576
2023-05-24,SSD,Equipment,5,199,995,Philadelphia,675
2023-05-24,RAM memory,Components,9,157,1413,Phoenix,900
2023-05-24,Web Camera,Peripherals,3,173,519,San Antonio,345
2023-05-24,Case,Components,8,40,320,Philadelphia,192
2023-05-24,Keyboard,Peripherals,2,122,244,New York,164
2023-05-24,Mouse,Peripherals,7,129,903,San Diego,574
2023-05-24,Monitor,Components,3,715,2145,Chicago,1317
2023-05-24,RAM memory,Components,7,245,1715,Chicago,1176
2023-05-24,Case,Components,7,45,315,Chicago,210
2023-05-24,Keyboard,Peripherals,2,163,326,Houston,200
2023-05-25,Motherboard,Components,7,186,1302,Chicago,868
2023-05-25,Motherboard,Components,6,334,2004,San Diego,1278
2023-05-25,Monitor,Components,8,342,2736,New York,1856
2023-05-25,Headphones,Peripherals,5,140,700,New York,445
2023-05-25,Monitor,Components,5,447,2235,New York,1450
2023-05-25,Monitor,Components,9,656,5904,San Antonio,4014
2023-05-26,USB drive,Equipment,6,43,258,Los Angeles,162
2023-05-26,Motherboard,Components,10,315,3150,Phoenix,1900
2023-05-26,Web Camera,Peripherals,5,163,815,New York,540
2023-05-26,Power Supply,Components,4,54,216,Philadelphia,132
2023-05-26,Mouse,Peripherals,5,123,615,San Diego,370
2023-05-26,Laptop,Computers,4,549,2196,San Antonio,1364
2023-05-26,Power Supply,Components,7,121,847,Chicago,581
2023-05-26,Keyboard,Peripherals,6,178,1068,San Antonio,720
2023-05-26,RAM memory,Components,5,73,365,Houston,220
2023-05-26,Headphones,Peripherals,8,149,1192,Philadelphia,784
2023-05-26,Web Camera,Peripherals,9,93,837,San Antonio,567
2023-05-26,Mouse,Peripherals,1,62,62,Phoenix,42
2023-05-26,Graphic Card,Components,2,1346,2692,San Diego,1834
2023-05-26,Laptop,Computers,8,1376,11008,Chicago,6968
2023-05-26,Case,Components,10,108,1080,New York,690
2023-05-27,Processor,Components,1,443,443,Philadelphia,272
2023-05-27,Web Camera,Peripherals,3,70,210,Chicago,135
2023-05-27,Power Supply,Components,7,198,1386,Houston,917
2023-05-27,Mouse,Peripherals,8,138,1104,Los Angeles,736
2023-05-27,Headphones,Peripherals,3,176,528,Phoenix,354
2023-05-27,Monitor,Components,2,247,494,Phoenix,330
2023-05-27,Headphones,Peripherals,4,253,1012,New York,676
2023-05-28,Motherboard,Components,9,448,4032,New York,2655
2023-05-28,Motherboard,Components,5,378,1890,New York,1310
2023-05-28,Web Camera,Peripherals,3,104,312,Phoenix,213
2023-05-28,Motherboard,Components,4,203,812,San Antonio,528
2023-05-28,Headphones,Peripherals,7,50,350,Houston,231
2023-05-28,Processor,Components,1,853,853,Los Angeles,595
2023-05-28,Mouse,Peripherals,7,65,455,Philadelphia,287
2023-05-29,Keyboard,Peripherals,2,79,158,Phoenix,96
2023-05-29,Laptop,Computers,5,999,4995,San Diego,3475
2023-05-29,Power Supply,Components,1,197,197,Phoenix,134
2023-05-29,Mouse,Peripherals,6,52,312,San Antonio,192
2023-05-29,Power Supply,Components,5,106,530,San Diego,340
2023-05-29,Graphic Card,Components,3,1315,3945,San Antonio,2661
2023-05-29,Monitor,Components,10,615,6150,Philadelphia,3790
2023-05-30,Power Supply,Components,3,164,492,Los Angeles,324
2023-05-30,Power Supply,Components,4,69,276,Houston,168
2023-05-30,Monitor,Components,1,757,757,San Antonio,479
2023-05-30,Mouse,Peripherals,1,56,56,Phoenix,37
2023-05-31,Laptop,Computers,1,1001,1001,Los Angeles,699
2023-05-31,Processor,Components,3,663,1989,San Antonio,1299
2023-05-31,Web Camera,Peripherals,5,107,535,San Antonio,370
2023-05-31,Laptop,Computers,6,962,5772,San Diego,3804
2023-05-31,Graphic Card,Components,5,598,2990,New York,2015
2023-05-31,Laptop,Computers,6,1294,7764,New York,4710
2023-05-31,Case,Components,2,40,80,New York,54
2023-05-31,Graphic Card,Components,5,1086,5430,Houston,3395
2023-06-01,Web Camera,Peripherals,8,188,1504,Phoenix,1048
2023-06-01,Case,Components,8,41,328,San Diego,208
2023-06-01,Monitor,Components,3,457,1371,San Antonio,936
2023-06-01,Mouse,Peripherals,8,52,416,Los Angeles,248
2023-06-01,Hard disc,Equipment,6,79,474,San Antonio,318
2023-06-01,Monitor,Components,8,623,4984,San Antonio,3216
2023-06-01,Power Supply,Components,4,58,232,Los Angeles,152
2023-06-02,Processor,Components,1,238,238,Phoenix,158
2023-06-02,Processor,Components,7,450,3150,Houston,1897
2023-06-02,Web Camera,Peripherals,2,79,158,San Diego,98
2023-06-02,Headphones,Peripherals,4,229,916,San Antonio,600
2023-06-02,Mouse,Peripherals,8,146,1168,San Antonio,704
2023-06-02,Laptop,Computers,2,950,1900,Chicago,1286
2023-06-02,Power Supply,Components,9,63,567,Chicago,333
2023-06-02,Power Supply,Components,6,72,432,San Antonio,288
2023-06-02,Hard disc,Equipment,9,173,1557,San Antonio,981
2023-06-03,Case,Components,5,109,545,Philadelphia,370
2023-06-03,Motherboard,Components,3,340,1020,Phoenix,687
2023-06-03,Mouse,Peripherals,4,102,408,Los Angeles,256
2023-06-03,SSD,Equipment,7,332,2324,Chicago,1596
2023-06-03,Graphic Card,Components,2,663,1326,New York,858
2023-06-03,Web Camera,Peripherals,6,147,882,Phoenix,588
2023-06-03,RAM memory,Components,1,83,83,Chicago,52
2023-06-03,Graphic Card,Components,5,1069,5345,Houston,3275
2023-06-04,SSD,Equipment,9,293,2637,Los Angeles,1800
2023-06-04,Power Supply,Components,4,183,732,New York,508
2023-06-04,Power Supply,Components,9,76,684,San Diego,450
2023-06-04,Graphic Card,Components,5,539,2695,San Antonio,1635
2023-06-04,Graphic Card,Components,3,744,2232,San Antonio,1359
2023-06-05,Mouse,Peripherals,4,60,240,San Diego,144
2023-06-05,Case,Components,3,59,177,New York,114
2023-06-05,SSD,Equipment,10,297,2970,Phoenix,2030
2023-06-05,RAM memory,Components,6,281,1686,New York,1074
2023-06-05,Keyboard,Peripherals,10,107,1070,Houston,650
2023-06-05,Motherboard,Components,9,315,2835,Chicago,1917
2023-06-05,Motherboard,Components,1,116,116,Houston,76
2023-06-05,Case,Components,1,105,105,San Diego,69
2023-06-05,Keyboard,Peripherals,7,60,420,San Antonio,273
2023-06-05,Laptop,Computers,9,545,4905,Los Angeles,3033
2023-06-05,Laptop,Computers,1,1974,1974,Phoenix,1317
2023-06-05,USB drive,Equipment,6,30,180,Philadelphia,114
2023-06-06,Power Supply,Components,4,107,428,New York,284
2023-06-06,Graphic Card,Components,8,499,3992,Chicago,2712
2023-06-06,Laptop,Computers,7,1412,9884,Los Angeles,6671
2023-06-06,Case,Components,4,112,448,New York,304
2023-06-06,Web Camera,Peripherals,3,188,564,New York,390
2023-06-06,Mouse,Peripherals,10,120,1200,New York,760
2023-06-06,Power Supply,Components,3,120,360,San Diego,249
2023-06-06,Processor,Components,3,896,2688,Los Angeles,1725
2023-06-07,USB drive,Equipment,8,13,104,Philadelphia,64
2023-06-07,Case,Components,7,72,504,San Diego,329
2023-06-07,Keyboard,Peripherals,5,250,1250,Los Angeles,785
2023-06-07,Motherboard,Components,8,422,3376,Los Angeles,2072
2023-06-07,Laptop,Computers,4,697,2788,San Diego,1828
2023-06-07,Web Camera,Peripherals,10,196,1960,San Antonio,1340
2023-06-07,Case,Components,4,95,380,New York,252
2023-06-07,Case,Components,8,66,528,San Diego,352
2023-06-08,Monitor,Components,5,372,1860,New York,1295
2023-06-08,Mouse,Peripherals,5,45,225,New York,145
2023-06-08,USB drive,Equipment,1,95,95,San Diego,64
2023-06-08,Case,Components,10,112,1120,San Antonio,760
2023-06-08,Case,Components,8,131,1048,Los Angeles,720
2023-06-08,Power Supply,Components,2,124,248,San Antonio,158
2023-06-09,Hard disc,Equipment,4,236,944,Philadelphia,632
2023-06-09,Motherboard,Components,5,290,1450,Houston,960
2023-06-09,Monitor,Components,6,254,1524,Los Angeles,924
2023-06-09,Power Supply,Components,8,55,440,San Antonio,296
2023-06-09,Laptop,Computers,4,1153,4612,San Antonio,2856
2023-06-09,SSD,Equipment,6,280,1680,Los Angeles,1104
2023-06-09,Keyboard,Peripherals,10,42,420,Phoenix,280
2023-06-10,Laptop,Computers,6,1901,11406,Phoenix,7242
2023-06-10,USB drive,Equipment,5,78,390,Houston,255
2023-06-10,Web Camera,Peripherals,6,52,312,Philadelphia,192
2023-06-10,Power Supply,Components,9,151,1359,Houston,927
2023-06-10,Headphones,Peripherals,5,62,310,Houston,190
2023-06-10,Case,Components,3,81,243,Philadelphia,150
2023-06-10,Web Camera,Peripherals,6,124,744,New York,510
2023-06-11,SSD,Equipment,8,425,3400,Phoenix,2312
2023-06-11,Processor,Components,9,298,2682,Houston,1737
2023-06-11,RAM memory,Components,3,253,759,Houston,480
2023-06-11,USB drive,Equipment,3,32,96,Chicago,66
2023-06-11,Headphones,Peripherals,2,323,646,Phoenix,424
2023-06-11,Hard disc,Equipment,7,173,1211,Philadelphia,777
2023-06-11,Mouse,Peripherals,5,122,610,San Antonio,385
2023-06-11,Laptop,Computers,8,665,5320,Chicago,3192
2023-06-11,Graphic Card,Components,3,966,2898,San Diego,2016
2023-06-12,SSD,Equipment,9,401,3609,Phoenix,2331
2023-06-12,Graphic Card,Components,10,935,9350,San Diego,6150
2023-06-12,SSD,Equipment,5,142,710,New York,435
2023-06-12,Graphic Card,Components,9,807,7263,Chicago,4410
2023-06-12,Case,Components,8,38,304,Philadelphia,184
2023-06-12,RAM memory,Components,8,165,1320,Houston,824
2023-06-13,Keyboard,Peripherals,5,238,1190,Phoenix,805
2023-06-13,Case,Components,6,102,612,San Antonio,372
2023-06-13,Monitor,Components,4,286,1144,Chicago,744
2023-06-13,Case,Components,10,124,1240,Houston,780
2023-06-13,Case,Components,10,45,450,Houston,300
2023-06-13,USB drive,Equipment,2,70,140,Philadelphia,96
2023-06-13,Laptop,Computers,1,1001,1001,Houston,671
2023-06-14,Keyboard,Peripherals,4,187,748,Houston,508
2023-06-14,Mouse,Peripherals,10,89,890,Los Angeles,600
2023-06-14,Case,Components,6,145,870,Phoenix,552
2023-06-14,Motherboard,Components,2,331,662,Philadelphia,458
2023-06-14,Web Camera,Peripherals,7,176,1232,San Antonio,770
2023-06-14,USB drive,Equipment,1,21,21,San Diego,14
2023-06-14,Monitor,Components,7,169,1183,Phoenix,721
2023-06-14,Graphic Card,Components,10,436,4360,Phoenix,2950
2023-06-14,RAM memory,Components,5,179,895,San Antonio,540
2023-06-14,RAM memory,Components,5,233,1165,Los Angeles,750
2023-06-15,Keyboard,Peripherals,6,221,1326,Philadelphia,852
2023-06-15,Processor,Components,5,825,4125,Chicago,2745
2023-06-15,SSD,Equipment,2,165,330,Los Angeles,204
2023-06-15,Hard disc,Equipment,6,235,1410,Chicago,966
2023-06-15,SSD,Equipment,6,179,1074,Houston,702
2023-06-15,Processor,Components,10,972,9720,San Antonio,5870
2023-06-15,Power Supply,Components,4,85,340,New York,232
2023-06-15,Headphones,Peripherals,4,290,1160,Houston,732
2023-06-16,Power Supply,Components,3,95,285,New York,192
2023-06-16,Power Supply,Components,2,150,300,San Antonio,196
2023-06-16,Hard disc,Equipment,2,254,508,Phoenix,346
2023-06-16,Monitor,Components,5,239,1195,Chicago,750
2023-06-16,USB drive,Equipment,7,46,322,Chicago,210
2023-06-16,Motherboard,Components,4,161,644,Philadelphia,444
2023-06-16,Keyboard,Peripherals,10,237,2370,San Diego,1630
2023-06-16,Laptop,Computers,1,863,863,Phoenix,565
2023-06-16,USB drive,Equipment,8,40,320,New York,192
2023-06-16,Headphones,Peripherals,3,238,714,Houston,459
2023-06-17,USB drive,Equipment,3,68,204,San Antonio,123
2023-06-17,Headphones,Peripherals,2,346,692,Phoenix,416
2023-06-17,Hard disc,Equipment,7,119,833,Houston,581
2023-06-17,Graphic Card,Components,7,570,3990,New York,2394
2023-06-18,Web Camera,Peripherals,3,182,546,Phoenix,345
2023-06-18,Monitor,Components,6,579,3474,Chicago,2250
2023-06-18,Headphones,Peripherals,8,201,1608,Philadelphia,1080
2023-06-18,Laptop,Computers,4,1808,7232,Philadelphia,4360
2023-06-18,Processor,Components,7,277,1939,Los Angeles,1190
2023-06-18,Hard disc,Equipment,8,130,1040,Philadelphia,664
2023-06-18,Laptop,Computers,4,1582,6328,San Diego,3952
2023-06-18,Keyboard,Peripherals,6,211,1266,Phoenix,786
2023-06-18,USB drive,Equipment,8,71,568,Chicago,352
2023-06-19,Hard disc,Equipment,9,148,1332,San Antonio,873
2023-06-19,Case,Components,5,72,360,Los Angeles,215
2023-06-19,Graphic Card,Components,7,1446,10122,Chicago,6986
2023-06-19,Web Camera,Peripherals,5,187,935,Houston,595
2023-06-19,Web Camera,Peripherals,5,127,635,Phoenix,410
2023-06-19,Mouse,Peripherals,9,44,396,Los Angeles,252
2023-06-19,Graphic Card,Components,1,473,473,San Diego,318
2023-06-19,Motherboard,Components,4,469,1876,San Diego,1216
2023-06-20,Web Camera,Peripherals,3,118,354,Los Angeles,237
2023-06-20,Graphic Card,Components,5,564,2820,New York,1770
2023-06-20,Graphic Card,Components,5,1044,5220,Houston,3635
2023-06-20,Graphic Card,Components,8,486,3888,New York,2696
2023-06-20,Processor,Components,5,928,4640,San Antonio,2850
2023-06-21,USB drive,Equipment,9,36,324,San Diego,207
2023-06-21,RAM memory,Components,5,294,1470,San Antonio,980
2023-06-21,Keyboard,Peripherals,2,50,100,San Diego,62
2023-06-21,Motherboard,Components,9,373,3357,Los Angeles,2016
2023-06-21,Hard disc,Equipment,4,83,332,San Antonio,224
2023-06-21,Keyboard,Peripherals,2,41,82,New York,54
2023-06-21,Web Camera,Peripherals,3,177,531,Los Angeles,357
2023-06-21,Processor,Components,6,631,3786,San Antonio,2508
2023-06-21,Hard disc,Equipment,7,171,1197,Houston,749
2023-06-21,Laptop,Computers,7,1549,10843,Philadelphia,6622
2023-06-21,Headphones,Peripherals,9,140,1260,Philadelphia,846
2023-06-22,Power Supply,Components,8,50,400,San Antonio,240
2023-06-22,Graphic Card,Components,3,1302,3906,Los Angeles,2649
2023-06-22,Mouse,Peripherals,3,71,213,San Diego,141
2023-06-22,Motherboard,Components,7,206,1442,Philadelphia,896
2023-06-22,Case,Components,8,44,352,Houston,224
2023-06-22,Case,Components,7,33,231,Philadelphia,154
2023-06-22,USB drive,Equipment,3,95,285,San Diego,171
2023-06-22,Monitor,Components,9,263,2367,Chicago,1449
2023-06-23,Keyboard,Peripherals,9,155,1395,New York,855
2023-06-23,Monitor,Components,3,271,813,New York,516
2023-06-23,Web Camera,Peripherals,5,99,495,New York,320
2023-06-23,Processor,Components,5,887,4435,Chicago,2775
2023-06-23,Motherboard,Components,1,211,211,San Diego,140
2023-06-23,Case,Components,5,50,250,Philadelphia,150
2023-06-23,Graphic Card,Components,9,923,8307,Phoenix,5094
2023-06-23,Keyboard,Peripherals,5,107,535,Chicago,335
2023-06-24,Monitor,Components,7,765,5355,Chicago,3283
2023-06-24,Case,Components,6,102,612,Chicago,420
2023-06-24,Power Supply,Components,1,75,75,Los Angeles,46
2023-06-24,Motherboard,Components,7,376,2632,Phoenix,1806
2023-06-24,Web Camera,Peripherals,2,92,184,San Diego,112
2023-06-24,Processor,Components,6,343,2058,Philadelphia,1380
2023-06-24,Processor,Components,2,215,430,Los Angeles,278
2023-06-24,Processor,Components,5,599,2995,Phoenix,1875
2023-06-24,SSD,Equipment,4,417,1668,Chicago,1124
2023-06-25,Graphic Card,Components,9,996,8964,San Diego,6030
2023-06-25,Motherboard,Components,6,212,1272,Chicago,870
2023-06-25,Motherboard,Components,5,216,1080,Phoenix,700
2023-06-25,Motherboard,Components,7,204,1428,New York,931
2023-06-26,USB drive,Equipment,2,23,46,New York,30
2023-06-26,Hard disc,Equipment,1,120,120,San Antonio,79
2023-06-26,Processor,Components,1,514,514,Los Angeles,350
2023-06-26,Keyboard,Peripherals,6,32,192,Chicago,126
2023-06-26,Motherboard,Components,9,241,2169,Phoenix,1368
2023-06-27,Monitor,Components,3,770,2310,San Antonio,1497
2023-06-27,Processor,Components,1,518,518,Philadelphia,324
2023-06-27,Laptop,Computers,6,1997,11982,Houston,7242
2023-06-27,Laptop,Computers,7,1839,12873,San Antonio,8127
2023-06-27,Graphic Card,Components,10,1033,10330,New York,6650
2023-06-27,Monitor,Components,4,209,836,San Diego,520
2023-06-27,Case,Components,4,65,260,Houston,156
2023-06-28,Headphones,Peripherals,1,114,114,Los Angeles,76
2023-06-28,Web Camera,Peripherals,2,165,330,Houston,210
2023-06-28,Laptop,Computers,7,1426,9982,Houston,6538
2023-06-28,Monitor,Components,5,674,3370,New York,2020
2023-06-29,Mouse,Peripherals,6,54,324,New York,210
2023-06-29,Case,Components,4,43,172,Houston,104
2023-06-29,Power Supply,Components,3,91,273,New York,168
2023-06-29,Keyboard,Peripherals,5,76,380,San Diego,260
2023-06-29,Hard disc,Equipment,7,53,371,Los Angeles,245
2023-06-29,Mouse,Peripherals,7,22,154,Chicago,91
2023-06-29,SSD,Equipment,8,443,3544,Chicago,2320
2023-06-29,Monitor,Components,6,496,2976,San Diego,2058
2023-06-29,Graphic Card,Components,7,1175,8225,Los Angeles,5355
2023-06-29,Processor,Components,8,649,5192,Phoenix,3120
2023-06-30,USB drive,Equipment,8,27,216,Philadelphia,144
2023-06-30,Hard disc,Equipment,6,219,1314,San Antonio,798
2023-06-30,Monitor,Components,10,475,4750,Philadelphia,3230
2023-06-30,Headphones,Peripherals,1,325,325,Los Angeles,216
2023-06-30,Laptop,Computers,6,1258,7548,Phoenix,5112
2023-06-30,Case,Components,1,106,106,San Diego,70
2023-06-30,Case,Components,1,137,137,San Diego,87
2023-07-01,Motherboard,Components,3,279,837,Philadelphia,540
2023-07-01,Case,Components,7,33,231,Philadelphia,140
2023-07-01,Web Camera,Peripherals,4,147,588,Phoenix,404
2023-07-01,Power Supply,Components,3,74,222,Chicago,153
2023-07-01,Graphic Card,Components,8,775,6200,Los Angeles,3936
2023-07-01,USB drive,Equipment,4,57,228,San Antonio,156
2023-07-01,Case,Components,6,37,222,Chicago,132
2023-07-01,Power Supply,Components,9,100,900,San Diego,612
2023-07-01,Laptop,Computers,10,1044,10440,Los Angeles,6840
2023-07-02,Headphones,Peripherals,10,102,1020,San Antonio,620
2023-07-02,Processor,Components,10,846,8460,New York,5580
2023-07-02,RAM memory,Components,6,153,918,Chicago,552
2023-07-02,Case,Components,6,79,474,Chicago,288
2023-07-02,Monitor,Components,7,241,1687,Houston,1015
2023-07-02,Hard disc,Equipment,2,175,350,Houston,244
2023-07-02,Monitor,Components,1,330,330,Los Angeles,225
2023-07-03,Mouse,Peripherals,8,106,848,San Diego,512
2023-07-03,Web Camera,Peripherals,9,192,1728,Phoenix,1116
2023-07-03,Hard disc,Equipment,4,117,468,Philadelphia,308
2023-07-03,Monitor,Components,9,197,1773,Los Angeles,1224
2023-07-03,Laptop,Computers,8,1876,15008,San Diego,9160
2023-07-03,Hard disc,Equipment,7,160,1120,Houston,735
2023-07-03,Case,Components,6,32,192,Chicago,132
2023-07-03,USB drive,Equipment,10,96,960,Phoenix,600
2023-07-03,Laptop,Computers,2,1555,3110,San Antonio,2068
2023-07-03,Hard disc,Equipment,8,54,432,San Diego,272
2023-07-03,Power Supply,Components,8,150,1200,Chicago,752
2023-07-03,Web Camera,Peripherals,6,184,1104,San Diego,738
2023-07-03,Mouse,Peripherals,7,97,679,San Diego,413
2023-07-03,Motherboard,Components,3,301,903,San Antonio,543
2023-07-04,Motherboard,Components,6,319,1914,Philadelphia,1296
2023-07-04,Case,Components,8,31,248,San Antonio,152
2023-07-04,Case,Components,8,107,856,San Diego,584
2023-07-04,Processor,Components,1,292,292,Chicago,200
2023-07-04,Monitor,Components,6,740,4440,New York,2826
2023-07-04,Hard disc,Equipment,1,227,227,Chicago,140
2023-07-04,Laptop,Computers,3,859,2577,Chicago,1788
2023-07-04,Keyboard,Peripherals,6,183,1098,Philadelphia,660
2023-07-04,Headphones,Peripherals,5,182,910,Chicago,625
2023-07-05,Power Supply,Components,6,147,882,Houston,564
2023-07-05,Mouse,Peripherals,1,30,30,Philadelphia,20
2023-07-05,USB drive,Equipment,2,46,92,Phoenix,54
2023-07-06,RAM memory,Components,2,97,194,New York,122
2023-07-06,Hard disc,Equipment,6,250,1500,Philadelphia,1014
2023-07-06,Laptop,Computers,1,606,606,Philadelphia,403
2023-07-06,SSD,Equipment,5,135,675,San Diego,470
2023-07-06,Keyboard,Peripherals,1,122,122,Chicago,83
2023-07-06,Keyboard,Peripherals,5,58,290,San Diego,190
2023-07-07,Headphones,Peripherals,5,242,1210,Los Angeles,795
2023-07-07,Case,Components,8,77,616,San Diego,384
2023-07-07,RAM memory,Components,10,284,2840,Los Angeles,1930
2023-07-07,Hard disc,Equipment,1,66,66,Los Angeles,45
2023-07-07,RAM memory,Components,4,177,708,Houston,476
2023-07-08,Web Camera,Peripherals,5,86,430,Chicago,290
2023-07-08,Mouse,Peripherals,2,81,162,Philadelphia,104
2023-07-08,Processor,Components,4,543,2172,San Diego,1444
2023-07-08,Processor,Components,3,248,744,Chicago,474
2023-07-08,Web Camera,Peripherals,3,73,219,New York,144
2023-07-08,Power Supply,Components,7,175,1225,Chicago,791
2023-07-09,Power Supply,Components,3,98,294,Chicago,192
2023-07-09,SSD,Equipment,10,324,3240,Houston,2180
